EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
521566720,NATIONAL ALLIANCE OF POSTAL AND FEDERAL EMPLOYEES,% JANICE ROBINSON,4810 PARKOAKS DR,BATON ROUGE,LA,70816-6713,0913,05,9,3000,194512,2,00,263000000,5,01,201912,0,0,02,0,12,0,0,0,,109 LOCAL NAPFE LUBBOCK
521591810,KAPPA ALPHA PSI FRATERNITY INC,% MICHAEL JACKSON,PO BOX 2747,BATON ROUGE,LA,70821-2747,1372,07,9,1000,195606,2,00,036040000,5,01,202009,0,0,02,0,09,0,0,0,,319 NU IOTA CHAPTER
521636955,AMERICAN INNS OF COURT FOUNDATION,% MARY E ROPER ESQ,10839 PERKINS RD,BATON ROUGE,LA,70810-1304,3249,03,9,2000,198601,1,15,229000000,1,01,202006,0,0,02,0,06,0,0,0,,30071 DEAN HENRY GEORGE MCMAHON CHA
521638663,AMERICAN INNS OF COURT FOUNDATION,% KELLY MCNEIL LEGIER ESQ,5961 WINCHESTER PARK DR,NEW ORLEANS,LA,70128-2707,3249,03,9,2000,198601,1,15,000000000,5,01,202006,0,0,02,0,06,0,0,0,,30055 THOMAS MORE-LOYOLA LAW SCHOOL
521639996,NBC USA HOUSING INC TWENTY-FOUR,,1214 S ROBERTSON ST,NEW ORLEANS,LA,70113-3420,0000,03,3,1000,198908,1,16,399995000,1,01,201812,6,4,01,0,12,1964525,378082,378082,,CAPITAL COMMONS
521650756,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,% TAMMIE LATIN,152 HENDERSON LN,GLOSTER,LA,71030-3154,1381,05,9,3000,195708,2,00,263000000,5,01,201912,0,0,02,0,12,0,0,0,,L1154LA WADE CORRECTIONAL CTR EMPS
521650796,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,% WAYNE COOPER,18733 SAMUELS RD LOTT 99,ZACHARY,LA,70791-8141,1381,05,9,3000,195708,2,00,263000000,5,01,201912,0,0,02,0,12,0,0,0,,L2702LA DIXON CORRECTIONAL INST EMP
521651828,THE AMERICAN CELIAC SOCIETY DIETARY SUPPORT COALITION,% AMMETTE BENTLEY,266 MIDWAY DR,RIVER RIDGE,LA,70123-2077,0000,03,3,1200,199002,1,16,123000000,1,01,201912,0,0,02,0,12,0,0,0,,
521665936,AMERICAN STATISTICAL ASSOCIATION,% BEIBEI GUO,605 YVETTE MARIE DR,LAFAYETTE,LA,70508-6317,3271,03,9,1000,199005,1,16,059000000,1,01,201912,0,0,02,0,12,0,0,0,,LOUISIANA CHAPTER
521682244,NEW LIFE ASSEMBLY OF GOD,,PO BOX 1455,OLLA,LA,71465-1455,1678,03,9,7000,196408,1,10,001002029,5,01,,0,0,06,0,03,,,,,
521720223,AMERICAN COUNSEL SCHOLARSHIP FOUNDATION INC,% STANLEY J COHN,601 POYDRAS ST PAN AMERICAN LIFE C,NEW ORLEANS,LA,70130-0000,0000,03,3,1200,199107,1,04,040994000,1,01,201812,3,1,00,1,12,35217,5842,,,
521720629,JESUS CHRIST APOSTOLIC LIGHTHOUSE,,505 KEPLER ST,GRETNA,LA,70053-3304,0000,03,3,7000,199806,1,10,001000000,1,01,201812,4,4,01,0,12,233519,158707,158707,X20Z,
521734565,NATIONAL SOJOURNERS INC,% CHARLES D PETERS,132 ADMIRAL PORTER DR,SHREVEPORT,LA,71115-2962,1028,04,9,3000,194808,1,00,908319000,5,01,202006,0,0,02,0,06,0,0,0,,275 BARKSDALE
521764883,SOCIETY OF THE HOLY GHOST,,314 VINCENT RD,MORSE,LA,70559-2020,0000,03,3,1700,201908,1,10,000000000,1,01,,0,0,06,0,12,,,,X22,
521774312,TOP LADIES OF DISTINCTION INC,% MAGNOLIA H LEWIS,7945 HIGHWAY 80,RUSTON,LA,71270-1082,9436,03,9,3000,197411,1,16,153000000,1,01,,0,0,01,0,06,,,,,MONROE CHAPTER
521775679,BLACKS IN GOVERNMENT,% FLOYD MILES JR - PRESIDENT,1500 LANCASTER DR,MARRERO,LA,70072-4403,3351,03,9,2000,199310,1,15,430000000,1,01,201912,0,0,02,0,12,0,0,0,,VI GREATER NEW ORLEANS CHAPTER
521779842,KAPPA ALPHA PSI FRATERNITY INC XI ALPHA CHAPTER,% LV LIGGINS,6343 GLENHAGEN DRIVE,SHREVEPORT,LA,71106-0000,0000,07,3,1000,201402,2,00,036040000,5,01,202009,0,0,02,0,09,0,0,0,B83,
521779845,KAPPA ALPHA PSI FRATERNITY,% NU OMEGA CHAPTER,PO BOX 1091,HAMMOND,LA,70404-1091,1372,07,9,1000,195606,2,00,036040000,5,01,201912,0,0,02,0,12,0,0,0,B83,334 NU OMEGA CHAPTER
521779859,KAPPA ALPHA PSI FRATERNITY,% QUINTON HELAIRE POLEMARCH,PO BOX 492,NATCHITOCHES,LA,71458-0492,1372,07,9,1000,195706,0,00,036040000,5,01,202009,0,0,02,0,09,0,0,0,,823 NATCHITOCHES LA ALUMNI CHAPTER
521845330,INTERNATIONAL REGIONAL MAGAZINE ASSOC,% RICHARD ROPER,110 VETERANS BLVD,METAIRIE,LA,70005-3027,0000,06,3,2000,200808,2,00,000000000,1,01,201912,1,4,01,0,12,9558,109749,109749,S41,
521849289,KNIGHTS OF COLUMBUS,% ST JOHNS CHURCH,11345 SAINT JOHN CHURCH RD,FOLSOM,LA,70437-7155,0188,08,9,1000,194010,1,00,036029265,5,01,201912,0,0,02,0,12,0,0,0,,ST JOHNS COUNCIL 10176
521850773,VIETNAM VETERANS OF AMERICA INC,% VIETNAM VETERANS OF AMERICA,3069 ALLEN MANUEL RD,VILLE PLATTE,LA,70586-8213,3202,19,9,1000,198411,0,00,907000000,5,01,201902,0,0,02,0,02,0,0,0,,689 VVA CHAPTER
521850800,VIETNAM VETERANS OF AMERICA INC,% VVA CHAPTER 553,PO BOX 2082,HARVEY,LA,70059-2082,3202,19,9,1000,198411,0,00,907000000,5,01,202002,0,0,02,0,02,0,0,0,,553 WESTBANK CHAPTER
521855102,VIETNAM VETERANS OF AMERICA INC,% ALTON ROCK,PO BOX 2863,SLIDELL,LA,70459-2863,3202,19,9,1000,198411,1,00,907000000,5,01,201902,0,0,02,0,02,0,0,0,,CHAPTER NO 697
521879602,NATIONAL ASSOCIATION OF UNIVERSITY WOMEN,% IDELL R WARREN,PO BOX 896,BASTROP,LA,71221-0896,2320,03,9,1200,197208,1,16,161000000,5,01,,0,0,02,0,06,,,,,BASTROP BRANCH
521892264,NBC-USA HOUSING INC TWENTY SEVEN,% CHARLES W NOBLE,1214 S ROBERTSON ST,NEW ORLEANS,LA,70113-3420,0000,03,3,1000,199412,1,15,994382000,1,01,201812,6,4,01,0,12,2624717,320131,320131,,
521912570,VIETNAM VETERANS OF AMERICA INC,,PO BOX 1166,PRAIRIEVILLE,LA,70769-1166,3202,19,9,1000,198411,0,00,000000000,5,01,202002,0,0,02,0,02,0,0,0,,725 VVA CHAPTER
521976866,BOSSIER CITY ALUMNI CHAPTER OF KAPPA ALPHA PSI FRATERNITY,% BOSSIER CITY ALUMNI CHAPTER,PO BOX 5956,BOSSIER CITY,LA,71171-5956,0000,07,3,1000,201307,2,00,036040000,5,01,202009,0,0,02,0,09,0,0,0,B83,
522006751,AMERICAN FRIENDS OF SIEBENBERG HOUSE FOUNDATION,% ALYZA LEWIN,8 GARDEN LN,NEW ORLEANS,LA,70124-1025,0000,03,3,1000,199708,1,15,994927602,1,01,201906,3,1,02,0,06,37170,1100,1100,T70,
522011927,U S S ROBINSON DD-562 INC,% CHARLES W SMITH,1087 BRIAR PATCH RD,BROUSSARD,LA,70518-8022,0000,19,3,1000,200003,1,00,000000000,1,01,201909,0,0,02,0,09,0,0,0,W30,
522041855,M W PRINCE HALL GRAND LODGE FREE AND ACCEPTED MASONS OF LOUISIANA,,5632 HEARNE AVE,SHREVEPORT,LA,71108-3614,8091,08,9,1000,199706,1,00,260000000,1,01,201912,4,3,01,0,12,283835,76159,76159,,UNION MASONIC BOARD
522071295,GOODWORKS INC,,3400 TULANE AVE NO 1000,NEW ORLEANS,LA,70119-7160,0000,03,3,1200,199804,1,16,995160000,1,01,201812,7,6,01,0,12,5691171,4834440,4834440,P82,
522128521,RESTORE U,% CRYSTAL ROCK,120 BRENDA DR,HAMMOND,LA,70403-9408,0000,03,3,1268,202001,1,16,000000000,1,01,,0,0,02,0,12,,,,U02,RESTORE U
522130590,NICARAGUAN CHRISTIAN OUTREACH,% PERRY ROY VERRET,10459 OAKMOUNT DR,DENHAM SPGS,LA,70706-1190,0000,03,3,1000,200006,1,04,000000000,1,01,201812,3,4,00,1,12,97206,224045,,,
522132997,NEW ORLEANS ASSOCIATION OF THE DEAF,,2260 AGRICULTURE ST,NEW ORLEANS,LA,70122-4460,0000,03,3,1000,199902,1,15,000000000,5,01,201812,0,0,02,0,12,0,0,0,R60,
522136225,GREATER NEW ORLEANS AUTOMOTIVE ASSOCIATION INC,% KEITH MACKE,4732 RYE ST,METAIRIE,LA,70006-5316,0000,06,3,2000,200112,2,00,000000000,1,01,201912,0,0,02,0,12,0,0,0,S41,ASA GREATER NEW ORLEANS AFFILIATE
522159661,THE LIVING ROCK MISSIONARY BAPTIST CHURCH,% REV L VINCENT,5300 SAINT ANTHONY AVE,NEW ORLEANS,LA,70122-4106,0000,03,3,1000,200012,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
522165328,SOUTHEAST LOUISIANA CHAPTER OF ACRP,,26 KAREN CT,JEFFERSON,LA,70121-1313,0000,03,3,2000,201904,1,16,000000000,1,01,,0,0,02,0,12,,,,E03,
522187635,ARMED FORCES COMMUNICATIONS AND ELECTRONICS ASSOCIATION,% AFCEA,7150 EDGEFIELD DR,NEW ORLEANS,LA,70128-2634,3185,06,9,2000,198209,2,00,000000000,1,01,201909,0,0,02,0,09,0,0,0,,SILICON BAYOU CHAPTER
522205288,GOOD NEWS MINISTRIES,% KEITH JUDICE,119 BROWNLEE AVE,BROUSSARD,LA,70518-3021,0000,03,3,7000,200009,1,10,000000000,5,01,,0,0,06,0,12,,,,X21,
522227353,SHADY GROVE MISSIONARY BAPTIST CHURCH NO2,,249 W 84TH ST,SHREVEPORT,LA,71106-5423,0000,03,3,7000,200111,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
522229395,U CAN TRUST ME MINISTRIES,,PO BOX 7497,MONROE,LA,71211-7497,0000,03,3,7000,200509,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
522250913,I T S A T LUCRETIA BROWN MINISTRIES INC,% MINISTER L BROWN,1400 W AIRLINE HWY,LA PLACE,LA,70068-3723,0000,03,3,7000,200107,1,16,000000000,1,01,201712,0,0,02,0,12,0,0,0,X20,
522283595,CHRISTIAN FELLOWSHIP TABERNACLE OF PRAISE,% REV BRIAN MARK LLOPIS SR,2317 CHIPPEWA ST,NEW ORLEANS,LA,70130-5405,0000,03,3,7000,200104,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
522304747,AMIN S SCHOLARSHIP AND AWARD FUND,% HELEN JEWITT AND WALI AMIN,PO BOX 3978,SHREVEPORT,LA,71133-3978,0000,03,3,1000,201710,1,16,000000000,1,01,201912,0,0,02,0,12,0,0,0,B82,
522329473,PILGRIM BAPTIST CHURCH,% ALFREDIA MICKENS,266 HIGHWAY 403,NAPOLEONVILLE,LA,70390-0000,0000,03,3,7000,200907,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
522349783,KAPPA SIGMA FRATERNITY,,2604WBARNETTSPRINGSAVE,RUSTON,LA,71270-0000,0262,07,9,1000,194012,2,00,036279265,5,01,202005,0,0,02,0,05,0,0,0,,EPSILON GAMMA
522362427,NATIONAL CONTRACT MANAGEMENT ASSOCIATION,% KRYSTAL GLASPER,430 AURORA OAKS DR,NEW ORLEANS,LA,70131-3667,1745,06,9,2000,196506,2,00,059000000,5,01,,0,0,02,0,06,,,,,55 MARDI GRAS CHAPTER
522364513,ZUSCHLAG FAMILY FOUNDATION,% RICHARD E ZUSCHLAG,108 ASTORIA LOOP,LAFAYETTE,LA,70508-7302,0000,03,3,1000,200208,1,04,000000000,1,01,201912,6,6,00,1,12,1415417,1027205,,T21,
522374841,GOOD SHEPHERD LUTHERAN CHURCH OF SLIDELL,,35300 HOME ESTATE DR,SLIDELL,LA,70460-4200,1709,03,9,7000,194701,1,10,001029000,5,01,,0,0,06,0,12,,,,,
522381871,BISHOP CHARLES P GRECO MEMORIAL FOUNDATION,% ERNEST J COOK JR,111 SYBIL DR,LAFAYETTE,LA,70507-4303,0000,03,3,1200,200412,1,15,000000000,1,01,201906,6,3,01,0,06,1218328,61394,61394,B82,
522405103,FREDDIE MARSHALL EDUCATIONAL FOUNDATION,% FREDDIE MARSHALL,600 WHITNEY AVE,NEW ORLEANS,LA,70114-1344,0000,03,3,1200,201107,1,15,000000000,1,01,201812,0,0,02,0,12,0,0,0,A25,
522416966,ACORN INTERNATIONAL INC,% KENNETH FAHERTY,2221 ST CLAUDE AVE,NEW ORLEANS,LA,70117-8455,0000,03,3,2100,200406,1,15,000000000,1,01,201812,1,4,01,0,12,4088,166746,166746,R20,
522443111,MARTEN LUTHER KING COMMUNITY DEVELO PMENT CORPORATION,% IRMA D ROGERS,2937 MARTIN L KING JR DR,SHREVEPORT,LA,71107-0000,0000,03,3,1200,200512,1,15,000000000,1,01,201906,4,4,01,0,06,365470,381366,381366,S20,
522444070,I AM COVERED MINISTRIES,% CYNTHIA M PLUMMER,35269 LIBERTY DR,SLIDELL,LA,70460-5833,0000,03,3,7000,200708,1,10,000000000,1,01,,1,3,06,0,12,,,,X20,
522447117,NEW MOUNT ERA MISSIONARY BAPTIST CHURCH,% CLAUDE MITCHELL,6008 WICKFIELD DR,NEW ORLEANS,LA,70122-3416,0000,03,3,7000,200612,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
522447991,JAMES BURTON INTERNATIONAL GUITAR FESTIVAL,% JANIE LANDRY,401 EDWARDS STREET,SHREVEPORT,LA,71101-3289,0000,03,3,1200,200510,1,15,000000000,1,01,201812,4,4,01,0,12,122787,173454,26910,O129,
522456834,MARY EVERGREEN BAPTIST CHURCH C O R E,,420 E 85TH ST,SHREVEPORT,LA,71106-5710,0000,03,3,7000,201602,1,16,000000000,5,01,201912,0,0,02,0,12,0,0,0,X11,
526081612,JOHN A QUINN FOUNDATION INC,,39 NEWCOMB BLVD,NEW ORLEANS,LA,70118-5527,0000,03,3,1000,196807,1,04,602000000,1,01,201812,4,4,00,1,12,326802,291787,,,
526082806,AMERICAN FEDERATION OF GOVERNMENT EMPLOYEES,% SHIRLEY D DORSEY,PO BOX 1270,SLIDELL,LA,70459-1270,0194,05,9,3000,194010,2,00,263264265,5,01,201812,3,3,02,0,12,27777,41825,41825,,1028 AFGE LOCAL
530054561,DANCE MASTERS OF AMERICA INC,% CHARLEEN LOCASCIO,4621 REICH ST,METAIRIE,LA,70006-2241,0000,03,3,1000,201009,1,16,205059000,1,01,201908,6,6,01,0,08,3257019,1122699,1122699,A62,
541556595,COUNCIL OF ENGINEERING SPECIALTY BOARDS,% WILLIAM C ANDERSON P E DEE,8550 UNITED PLAZA BLVD STE 1001,BATON ROUGE,LA,70809-2256,0000,06,3,1000,199310,2,00,203000000,1,01,201812,4,3,01,0,12,231516,93442,93442,,
541759925,FOUNDATION HEALTH SERVICES INC,,PO BOX 40018,BATON ROUGE,LA,70835-0018,8588,03,9,1000,000000,1,15,153994000,1,01,201812,5,1,02,0,12,585108,4859,4859,,HUNTINGDON NURSING CENTER INC
541831876,ECDS-COMMUNITY REVITALIZATION INC,,115 JP ELLIS LN,HAYNESVILLE,LA,71038-6001,0000,03,3,1000,201902,1,04,000000000,1,01,,0,0,00,1,12,,,,S20,
541851895,FITZPATRICK FOUNDATION,,1100 POYDRAS ST STE 1350,NEW ORLEANS,LA,70163-1409,0000,03,3,1000,199708,1,04,602000000,1,01,201912,5,5,00,1,12,944133,617290,,T20Z,
542003775,CHRISTIAN GROWTH FAMILY MINISTRIES,% JIMMY L PERRY PRESIDENT,23869 HUGGINS LN,ZACHARY,LA,70791-6525,0000,03,3,1700,200302,1,15,000000000,1,01,201812,3,3,01,0,12,57409,57409,57409,X99,
542007504,NEUROVASCULAR RESEARCH FOUNDATION,% DR JOHN JOSEPH CONNORS III,PO BOX 531958,NEW ORLEANS,LA,70153-1958,0000,03,3,1000,200107,1,04,000000000,1,01,201706,3,1,00,1,06,95753,4583,,H50,
542034661,KAPPA SIGMA FRATERNITY,,101 LSU UNION LSU BOX 25355,BATON ROUGE,LA,70803-0001,0262,07,9,1000,194012,2,00,036279265,5,01,201805,3,5,01,0,05,59738,668642,668642,,28 GAMMA CHAPTER
542071747,FIRST BIBLE MISSIONARY CHURCH OF CROWLEY,,121 GUILLORY DR,CROWLEY,LA,70526-7011,1449,03,9,7000,195709,0,10,000000000,1,01,,0,0,06,0,00,,,,,
542072224,ABUNDANCE OF LIFE TEMPLE MINISTRIES,% N G HEARD III,2553 LINDHOLM ST,SHREVEPORT,LA,71108-2710,6083,03,9,7000,201409,1,10,000000000,1,01,201912,4,4,06,0,12,202333,133807,133807,X21,
542090563,UPSTAGE THEATRE COMPANY,% AVA TURNER,1713 WOODDALE,BATON ROUGE,LA,70806-1570,0000,03,3,1000,200703,1,16,000000000,1,01,201912,0,0,02,0,12,0,0,0,A61,
542092876,VIBE 105 FOUNDATION INC,% FAYE BROWN BLACKWELL,305 ENTERPRISE BLVD,LAKE CHARLES,LA,70601-3240,0000,03,3,1200,201210,1,15,000000000,1,01,201812,2,3,02,0,12,20459,26824,26824,B82,
542103867,NEXT TO PARENTS DAYCARE INC,% JACQUELINE MARIE WOODS,PO BOX 66861,BATON ROUGE,LA,70896-6861,0000,03,3,1000,200308,1,15,000000000,1,01,201912,1,4,01,0,12,7361,143693,143693,P33,
542124501,SOS RESCUE,% ANDREA LAFAVER,9526 SOUTHMOOR DR,BATON ROUGE,LA,70815-4349,0000,03,3,1000,200407,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,D20,
542131588,SISTERS SERVANTS OF MARY MINISTERS TO THE SICK,% SILVIA JUAREZ SISTER,5001 PERLITA ST,NEW ORLEANS,LA,70122-1925,0928,03,9,7000,194603,1,10,000000000,5,01,,0,0,06,0,12,,,,,
542156197,JAMES BURTON FOUNDATION,% LOUISE BURTON,714 ELVIS PRESLEY AVE,SHREVEPORT,LA,71101-3406,0000,03,3,1200,200608,1,16,000000000,1,01,201812,4,3,02,0,12,246484,43680,43680,A61,
542178253,STORM OUTREACH COMMUNITY CENTER INC STORM OUTREACH COMMUNITY CENTER,% STORM OUTREACH COMMUNITY CENTER,130 MORRISON AVE,HOUMA,LA,70364-2944,0000,03,3,2700,200611,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,X21,
545862584,CHRISTIAN HOME EDUCATORS FELLOWSHIP OF BATON ROUGE INC,,PO BOX 77675,BATON ROUGE,LA,70879-7675,0000,03,3,1000,200808,1,16,000000000,1,01,201706,0,0,02,0,06,0,0,0,B90,
546052818,MONTICELLO ASSOCIATION,,13140 SHE LEE PLACE RD,GONZALES,LA,70737-7370,0000,13,3,1000,194507,1,00,900000000,5,01,201812,6,4,01,0,12,1384156,156181,156181,,
550574308,HONOR SOCIETY OF PHI KAPPA PHI,% LOURDES BARRO,7576 GOODWOOD BLVD,BATON ROUGE,LA,70806-7620,3488,03,9,1000,199901,1,16,000000000,1,01,201906,0,0,02,0,06,0,0,0,,198 W VA WESLEYAN COLL CHAPTER
550734454,INTERNATIONAL ASSOCIATION OF EMPLOYEE ASSISTANCE PROFESSIONALS,% TERRY NICOTRA,2030 SAINT CHARLES AVE,NEW ORLEANS,LA,70130-5319,0000,03,3,1000,199512,1,16,995000000,1,01,201912,0,0,02,0,12,0,0,0,B99,
550788059,MESSIAHS OUTREACH MINISTRIES INCORPORATED,% MESSIAHS OUTREACH MINISTRIES INC,PO BOX 2341,OPELOUSAS,LA,70571-2341,0000,03,3,1200,200303,1,15,000000000,1,01,201812,3,3,02,0,12,35786,26905,26905,L41,
550803804,CONGREGATION OF ST MARTIN DEPORRES ROMAN CATHOLIC CHURCH,% ST MARTINS PARISH OFFICE,5383 ELLIOTT RD,LAKE CHARLES,LA,70605-5962,0928,03,9,7000,194603,1,10,031150120,5,01,201406,0,0,06,0,06,,,,,
550803839,CONGREGATION OF CHRIST THE KING ROMAN CATHOLIC CHURCH DOLC,% BRAXTON REV BISHOP EDWARD K,7680 GULF HWY,LAKE CHARLES,LA,70607-7419,0928,03,9,1000,194603,1,10,000000000,5,01,201406,0,0,06,0,06,,,,,
550884037,IN THIS TOGETHER,% MICHAEL HICKERSON,4833 CONTI ST STE 108,NEW ORLEANS,LA,70119-5393,0000,03,3,1000,201804,1,15,000000000,1,01,201806,1,5,01,0,06,5896,656132,656132,P20,
550886182,LIFE GIVING COMMUNITY DEVELOPMENT CENTER,% JOYCE COX,184 MURRAY RD,PONCHATOULA,LA,70454-3828,0000,03,3,1200,200601,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,P60,
550890418,ASSISTED OUTDOOR ADVENTURES,% JUDY KREIDEWEIS,8127 HICKORY GROVE LOOP,DEVILLE,LA,71328-8219,0000,03,3,1000,200609,1,15,000000000,1,01,201712,0,0,02,0,12,0,0,0,E50,
550908828,4 PAWS RESCUE INC,,PO BOX 101,RUSTON,LA,71273-0101,0000,03,3,1400,200609,1,15,000000000,1,01,201812,4,3,01,0,12,268404,83544,83544,D20,
550910140,PAUL A BATISTE CONSERVATORY OF THE ARTS INC,% PAUL BATISTE,516 N DILTON ST,METAIRIE,LA,70003-6008,0000,03,3,1000,200512,1,15,000000000,1,01,201812,0,0,02,0,12,0,0,0,A68,
561549448,THE HERITAGE ROSE FOUNDATION,,PO BOX 1719,GONZALES,LA,70707-1719,0000,03,3,1000,198809,1,15,379000000,1,01,201812,4,2,02,0,12,118953,14397,14397,,
561680384,INTERNATIONAL ASSOCIATION OF COMMERCIAL ADMINISTRATORS,%HELEN J CUMBO,PO BOX 14807,BATON ROUGE,LA,70898-4807,0000,06,3,2000,199012,2,00,200000000,1,01,201909,4,4,01,0,09,309666,292840,292840,,IACA
561746765,RAYNE BOOSTERS CLUB INC,,PO BOX 961,RAYNE,LA,70578-0961,0000,03,3,1000,201201,1,15,000000000,1,01,201912,2,3,01,0,12,14281,81867,81867,B11,
561811915,HONOR SOCIETY OF PHI KAPPA PHI,% LOURDES BARRO,7576 GOODWOOD BLVD,BATON ROUGE,LA,70806-7620,3488,03,9,1000,199901,1,16,000000000,1,01,202006,0,0,02,0,06,0,0,0,B830,33 NC STATE UNIVERSITY CHAPTER
561842327,SOUTHEAST LOUISIANA FIREARMS SAFETY INC,,PO BOX 5159,SLIDELL,LA,70469-5159,0000,04,3,3000,200204,1,00,000000000,1,01,201912,3,3,01,0,12,71528,97918,97918,N61,
562102973,HONOR SOCIETY OF PHI KAPPA PHI,% LOURDES BARRO,7576 GOODWOOD BLVD,BATON ROUGE,LA,70806-7620,3488,03,9,1000,000000,0,16,059040000,0,01,201906,0,0,02,0,06,0,0,0,,142 W CAROLINA UNIV CHAPTER
562145612,HONOR SOCIETY OF PHI KAPPA PHI,% LOURDES BARRO,7576 GOODWOOD BLVD,BATON ROUGE,LA,70806-7620,3488,03,9,1000,000000,0,16,059040000,0,01,201906,0,0,02,0,06,0,0,0,,165 APPALACHIAN ST UNIV CHAPTER
562293143,HELP-U CARE INCORPORATED,% HILDA GUILLORY,621 N LAKE CT,LAKE CHARLES,LA,70605-6538,0000,03,3,1000,200305,1,15,000000000,1,01,201812,0,0,02,0,12,0,0,0,O50,
562293801,SONS OF CONFEDERATE VETERANS INC,% RICHARD ALAN BRIANS,275 WESLEY CROWELL RD,LEESVILLE,LA,71446-1823,5443,03,9,1200,200708,1,15,000000000,1,01,201707,1,1,02,0,07,1,2236,2236,,1995 ANASCO RANGERS CAMP
562294113,HAMMOND KIWANIS FOUNDATION INC,% LYLE E LAMBERT CPA,PO BOX 2944,HAMMOND,LA,70404-2944,0000,03,3,1000,200301,1,16,000000000,1,01,201912,0,0,02,0,12,0,0,0,S82,
562298445,ST CHARLES COMMUNITY OUTREACH FOUNDATION,% CAROLYN WILLS,PO BOX 940,BOUTTE,LA,70039-0940,0000,03,3,1200,201108,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,P30,
562311550,GOOS PARK AND DEVELOPMENTAL RETREAT INC,% GOOS PARK AND DEVELOPMENTAL RETRE,1262 GOURD BAYOU RD,MONROE,LA,71202-8553,0000,03,3,1000,200705,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,N20,
562324818,INSTITUTE FOR ADVANCED PHYSICS,% ANTHONY RIZZI,12515 LAKELAND DR,WALKER,LA,70785-8200,0000,03,3,1000,200307,1,15,000000000,1,01,201812,3,4,01,0,12,47793,109371,100529,U20,
562336040,PROJECT INDEPENDENCE,% CAROL MESA,1829 LAKESHORE DR,MANDEVILLE,LA,70448-5917,0000,03,3,1000,200309,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,P30,
562343978,TIPITINAS FOUNDATION INC,% ROLAND VON KURNATOWSKI,6601 STARS AND STRIPES BLVD,NEW ORLEANS,LA,70126-8012,0000,03,3,1200,200310,1,15,000000000,1,01,201712,5,5,01,0,12,686837,993803,910654,A6C,
562347374,ELISHA MINISTRIES,% GLORIA MAYS,608 S TRENTON ST,RUSTON,LA,71270-5041,0000,03,3,1000,200311,1,15,000000000,1,01,201908,4,4,01,0,08,164349,373787,373787,L20,SUPPORTIVE HOUSING OF NE LOUISIANA
562348913,HOPE STREET MINISTRIES INC,% RICKY RUSSELL NOLAN,1822 HIGHWAY 552,DOWNSVILLE,LA,71234-5232,0000,03,3,1000,200307,1,16,000000000,1,01,201912,1,3,01,0,12,6234,55058,55058,K36,
562356914,UNITED DAUGHTERS OF THE CONFEDERACY,% ALICE A MEYER,14645 AVALON AVE,BATON ROUGE,LA,70816-1304,0882,03,9,2300,196710,1,16,000000000,5,01,202008,0,0,02,0,08,0,0,0,,GREAT-GRANDDAUGHTERS CLUB
562359523,HERITAGE FOUNDATION OF SCOTLANDVILLE,% JEANETTE HARRISON,3008 72ND AVE,BATON ROUGE,LA,70807-6025,0000,03,3,1200,200405,1,16,000000000,1,01,201912,0,0,02,0,12,0,0,0,P20,
562375532,RUNNING WITH SCISSORS,% RICHARD READ,2619 ROYAL ST,NEW ORLEANS,LA,70117-7355,0000,03,3,1200,200404,1,16,000000000,1,01,201912,0,0,02,0,12,0,0,0,A65,
562376889,HIGHER GROUND INTERNATIONAL WORSHIP CENTER INC,% JOSEPH A FORD SR,PO BOX 45276,BATON ROUGE,LA,70895-4276,0000,03,3,7000,200312,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
562379038,GREATER METROPOLITAN COMMUNITY RESOURCES,% MARLENE H WADE,7013 PINEBROOK DR,NEW ORLEANS,LA,70128-2655,0000,03,3,1000,200402,1,15,000000000,1,01,201812,0,0,02,0,12,0,0,0,P20,
562388051,RECONCILING ALL MANKIND,% ARETHA GLOVER,PO BOX 37602,SHREVEPORT,LA,71133-7602,0000,03,3,1000,200501,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,P20,R A M
